Identifikace přejezdu,TÚ přejezdu,Evidenční km poloha,Zabezpečení přejezdu,Krajský úřad,Oblastní ředitelství,Třída komunikace,Zeměpisná šířka,Zeměpisná délka
P1113,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"202,119",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 55' 37.12931'' N,14° 34' 03.47977'' E
P1114,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"203,258",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 55' 38.57649'' N,14° 33' 09.14266'' E
P1115,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"203,898",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 55' 31.95738'' N,14° 32' 39.71952'' E
P1116,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"204,838",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,48° 55' 21.65033'' N,14° 31' 57.97146'' E
P1117,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"205,193",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 55' 15.83157'' N,14° 31' 43.35868'' E
P1118,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"206,123",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 55' 30.03215'' N,14° 31' 05.37405'' E
P1119,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"206,610",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 55' 33.87784'' N,14° 30' 42.71421'' E
P112,0121 - Tršnice (mimo) - Luby u Chebu (včetně),"8,963",S - Světelná PZZ bez závor,Karlovarský kraj,67299 - OŘ Ústí nad Labem,V - účelové komunikace - polní cesty vedlejší,50° 10' 41.75183'' N,12° 22' 45.27036'' E
P1120,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"207,514",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 55' 28.84386'' N,14° 30' 00.52251'' E
P1121,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"208,870",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,48° 56' 08.75501'' N,14° 30' 06.18946'' E
P1123,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"210,701",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 57' 04.93978'' N,14° 29' 56.63139'' E
P1124,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"211,209",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 57' 20.20913'' N,14° 29' 47.31466'' E
P1125,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"214,097",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,D1 - místní komunikace - pěší a obytné zóny,48° 58' 50.05103'' N,14° 29' 11.65264'' E
P1126,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"214,275",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,B - místní komunikace - sběrná,48° 58' 55.75380'' N,14° 29' 08.58219'' E
P1128,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"216,168",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,48° 59' 54.05807'' N,14° 28' 40.08411'' E
P1129,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"216,726",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,B - místní komunikace - sběrná,49° 00' 11.82990'' N,14° 28' 38.97136'' E
P113,0121 - Tršnice (mimo) - Luby u Chebu (včetně),"9,950",S - Světelná PZZ se závorami,Karlovarský kraj,67299 - OŘ Ústí nad Labem,II. - silnice II.třídy,50° 11' 12.16397'' N,12° 22' 33.54111'' E
P1130,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"217,360",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 00' 31.79279'' N,14° 28' 37.15441'' E
P1131,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"217,931",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 01' 03.62811'' N,14° 27' 43.58910'' E
P1132,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"220,954",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 01' 30.54627'' N,14° 25' 37.19555'' E
P1133,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"222,975",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 02' 16.94918'' N,14° 24' 32.22435'' E
P1134,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"225,753",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 03' 25.14190'' N,14° 23' 20.05643'' E
P1135,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"226,732",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 03' 43.55382'' N,14° 22' 41.67818'' E
P1136,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"227,548",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 03' 42.04683'' N,14° 22' 02.06272'' E
P1137,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"227,845",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 03' 48.73957'' N,14° 21' 51.20515'' E
P1138,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"230,280",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 04' 49.25417'' N,14° 20' 33.88560'' E
P1139,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"234,266",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 06' 13.92169'' N,14° 18' 12.96129'' E
P1140,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"235,606",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 06' 50.23162'' N,14° 17' 36.83401'' E
P1141,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"235,838",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 06' 56.61405'' N,14° 17' 30.50042'' E
P1142,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"238,172",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 07' 30.06124'' N,14° 15' 52.46193'' E
P1143,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"241,163",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 08' 21.29391'' N,14° 13' 48.01578'' E
P1144,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"242,563",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 09' 02.18706'' N,14° 13' 22.08488'' E
P1145,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"243,559",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 09' 33.22409'' N,14° 13' 09.11663'' E
P1146,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"245,067",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 10' 20.96430'' N,14° 13' 13.90571'' E
P1147,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"245,792",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 10' 43.83004'' N,14° 13' 20.13107'' E
P1148,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"247,813",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 11' 48.29956'' N,14° 13' 21.29419'' E
P1149,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"248,100",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 11' 57.36885'' N,14° 13' 21.09855'' E
P115,0121 - Tršnice (mimo) - Luby u Chebu (včetně),"11,135",S - Světelná PZZ bez závor,Karlovarský kraj,67299 - OŘ Ústí nad Labem,C - místní komunikace - obslužná,50° 11' 48.73231'' N,12° 22' 21.39357'' E
P1150,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"250,568",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 12' 56.23070'' N,14° 12' 12.40633'' E
P1151,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"252,026",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 13' 10.95025'' N,14° 11' 02.97396'' E
P1152,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"253,063",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 13' 21.25719'' N,14° 10' 14.19263'' E
P1153,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"253,837",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 13' 28.96744'' N,14° 09' 37.69379'' E
P1154,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"255,030",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 13' 49.97214'' N,14° 08' 48.73869'' E
P1155,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"255,636",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 14' 02.44154'' N,14° 08' 25.92837'' E
P1156,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"256,084",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 14' 11.86041'' N,14° 08' 08.66659'' E
P1157,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"258,615",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 14' 42.65451'' N,14° 06' 15.84473'' E
P1158,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"260,340",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 14' 59.67632'' N,14° 04' 54.49051'' E
P1159,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"261,015",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 14' 59.83559'' N,14° 04' 21.09174'' E
P116,0121 - Tršnice (mimo) - Luby u Chebu (včetně),"11,389",S - Světelná PZZ bez závor,Karlovarský kraj,67299 - OŘ Ústí nad Labem,III. - silnice III.třídy,50° 11' 56.71474'' N,12° 22' 19.94587'' E
P1160,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"262,178",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 14' 57.78659'' N,14° 03' 23.69867'' E
P1161,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"263,483",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 14' 58.13795'' N,14° 02' 19.18846'' E
P1162,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"264,051",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 15' 00.27158'' N,14° 01' 50.95065'' E
P1163,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"264,493",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 15' 01.93686'' N,14° 01' 29.25784'' E
P1164,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"264,895",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 15' 03.99955'' N,14° 01' 09.72542'' E
P1165,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"265,768",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 15' 09.27961'' N,14° 00' 27.30873'' E
P1166,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"266,890",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 15' 16.09392'' N,13° 59' 32.71224'' E
P1167,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"267,496",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 15' 19.77212'' N,13° 59' 03.27904'' E
P1168,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"268,158",N - Přejezd zabezpečený pouze výstražným křížem,Jihočeský kraj,85499 - OŘ Plzeň,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 15' 23.78104'' N,13° 58' 31.12358'' E
P1169,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"275,274",M - Mechanická PZZ,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 15' 19.59193'' N,13° 52' 51.37480'' E
P117,0121 - Tršnice (mimo) - Luby u Chebu (včetně),"11,837",S - Světelná PZZ bez závor,Karlovarský kraj,67299 - OŘ Ústí nad Labem,2L - účelové komunikace - lesní cesty 2.třídy,50° 12' 11.24585'' N,12° 22' 21.15184'' E
P1170,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"277,622",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 15' 28.81100'' N,13° 50' 58.73996'' E
P1171,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"279,131",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 15' 52.62005'' N,13° 49' 53.42146'' E
P1172,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"280,298",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 16' 19.85362'' N,13° 49' 15.51598'' E
P1173,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"282,865",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,I. - silnice I.třídy,49° 17' 19.86942'' N,13° 48' 02.72979'' E
P1174,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"284,561",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 18' 07.17885'' N,13° 47' 24.10083'' E
P1175,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"285,541",S - Světelná PZZ se závorami,Jihočeský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 18' 20.32620'' N,13° 46' 39.93658'' E
P1176,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"285,802",S - Světelná PZZ bez závor,Jihočeský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 18' 25.80690'' N,13° 46' 30.20436'' E
P1178,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"293,204",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 20' 45.37522'' N,13° 42' 00.61962'' E
P1179,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"304,090",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 24' 50.21138'' N,13° 36' 44.74834'' E
P118,0121 - Tršnice (mimo) - Luby u Chebu (včetně),"12,486",M - Mechanická PZZ,Karlovarský kraj,67299 - OŘ Ústí nad Labem,3L - účelové komunikace - lesní cesty 3.třídy,50° 12' 22.76707'' N,12° 22' 45.27002'' E
P1180,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"304,770",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 25' 09.83636'' N,13° 36' 33.50537'' E
P1181,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"306,247",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 25' 57.50290'' N,13° 36' 34.03040'' E
P1182,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"313,375",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 29' 35.97470'' N,13° 36' 36.01871'' E
P1183,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"314,191",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 30' 02.20647'' N,13° 36' 28.77515'' E
P1184,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"317,232",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 31' 27.64733'' N,13° 35' 30.59955'' E
P1185,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"317,763",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 31' 44.61145'' N,13° 35' 26.66840'' E
P1186,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"319,916",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 32' 47.95133'' N,13° 34' 49.33606'' E
P1187,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"320,121",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 32' 52.05548'' N,13° 34' 40.69995'' E
P1188,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"322,522",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 33' 41.06182'' N,13° 33' 12.18273'' E
P1189,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"323,278",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 33' 57.90244'' N,13° 32' 44.76301'' E
P1190,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"324,205",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,C - místní komunikace - obslužná,49° 34' 18.58715'' N,13° 32' 11.11819'' E
P1191,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"325,043",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,II. - silnice II.třídy,49° 34' 42.37022'' N,13° 31' 53.51299'' E
P1192,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"327,560",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 35' 57.81247'' N,13° 31' 25.25532'' E
P1193,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"328,577",S - Světelná PZZ se závorami,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 36' 24.89437'' N,13° 31' 00.52619'' E
P1194,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"329,051",M - Mechanická PZZ,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 36' 39.99264'' N,13° 30' 59.61127'' E
P1195,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"330,454",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 37' 25.08397'' N,13° 31' 01.49746'' E
P1196,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"331,019",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 37' 43.10654'' N,13° 30' 56.32960'' E
P1197,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"331,469",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,O - účelové komunikace - ostatní,49° 37' 57.39330'' N,13° 30' 52.12405'' E
P1198,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"334,234",S - Světelná PZZ bez závor,Plzeňský kraj,85499 - OŘ Plzeň,III. - silnice III.třídy,49° 39' 23.31495'' N,13° 30' 48.10631'' E
P1199,0401 - Gmünd NÖ (ÖBB) (část) - Plzeň hl.n.-os.n. (mimo),"335,587",N - Přejezd zabezpečený pouze výstražným křížem,Plzeňský kraj,85499 - OŘ Plzeň,D2 - místní komunikace – nepřístupné motorovým vozidlům,49° 40' 03.08185'' N,13° 30' 19.85362'' E
